epoch,node_id,lat,lon
1672794000,121,41.8832,-87.6232
1672797600,121,41.8832,-87.6232
1672801200,121,41.8832,-87.6232
1672804800,121,41.8832,-87.6232
1672808400,121,41.8832,-87.6232
1672812000,121,41.8832,-87.6232
1672815600,121,41.8832,-87.6232
1672819200,121,41.8832,-87.6232
1672822800,121,41.8832,-87.6232
1672826400,121,41.8832,-87.6232
1672830000,121,41.8832,-87.6232
1672833600,121,41.8832,-87.6232
1672837200,121,41.8832,-87.6232
1672840800,121,41.8832,-87.6232
1672844400,121,41.8832,-87.6232
1672848000,121,41.8832,-87.6232
1672851600,121,41.8832,-87.6232
1672855200,121,41.8832,-87.6232
1672858800,121,41.8832,-87.6232
1672862400,121,41.8832,-87.6232
1672866000,121,41.8832,-87.6232
1672869600,121,41.8832,-87.6232
1672873200,121,41.8832,-87.6232
1672876800,121,41.8832,-87.6232
1672880400,121,41.8832,-87.6232
1672884000,121,41.8832,-87.6232
1672887600,121,41.8832,-87.6232
1672891200,121,41.8832,-87.6232
1672894800,121,41.8832,-87.6232
1672898400,121,41.8832,-87.6232
1672902000,121,41.8832,-87.6232
1672905600,121,41.8832,-87.6232
1672909200,121,41.8832,-87.6232
1672912800,121,41.8832,-87.6232
1672916400,121,41.8832,-87.6232
1672920000,121,41.8832,-87.6232
1672923600,121,41.8832,-87.6232
1672927200,121,41.8832,-87.6232
1672930800,121,41.8832,-87.6232
1672934400,121,41.8832,-87.6232
1672938000,121,41.8832,-87.6232
1672941600,121,41.8832,-87.6232
1672945200,121,41.8832,-87.6232
1672948800,121,41.8832,-87.6232
1672952400,121,41.8832,-87.6232
1672956000,121,41.8832,-87.6232
1672959600,121,41.8832,-87.6232
1672963200,121,41.8832,-87.6232
1672966800,121,41.8832,-87.6232
1672970400,121,41.8832,-87.6232
1672974000,121,41.8832,-87.6232
1672977600,121,41.8832,-87.6232
1672981200,121,41.8832,-87.6232
1672984800,121,41.8832,-87.6232
1672988400,121,41.8832,-87.6232
1672992000,121,41.8832,-87.6232
1672995600,121,41.8832,-87.6232
1672999200,121,41.8832,-87.6232
1673002800,121,41.8832,-87.6232
1673006400,121,41.8832,-87.6232
1673010000,121,41.8832,-87.6232
1673013600,121,41.8832,-87.6232
1673017200,121,41.8832,-87.6232
1673020800,121,41.8832,-87.6232
1673024400,121,41.8832,-87.6232
1673028000,121,41.8832,-87.6232
1673031600,121,41.8832,-87.6232
1673035200,121,41.8832,-87.6232
1673038800,121,41.8832,-87.6232
1673042400,121,41.8832,-87.6232
1673046000,121,41.8832,-87.6232
1673049600,121,41.8832,-87.6232
1673053200,121,41.8832,-87.6232
1673056800,121,41.8832,-87.6232
1673060400,121,41.8832,-87.6232
1673064000,121,41.8832,-87.6232
1673067600,121,41.8832,-87.6232
1673071200,121,41.8832,-87.6232
1673074800,121,41.8832,-87.6232
1673078400,121,41.8832,-87.6232
1673082000,121,41.8832,-87.6232
1673085600,121,41.8832,-87.6232
1673089200,121,41.8832,-87.6232
1673092800,121,41.8832,-87.6232
1673096400,121,41.8832,-87.6232
1673100000,121,41.8832,-87.6232
1673103600,121,41.8832,-87.6232
1673107200,121,41.8832,-87.6232
1673110800,121,41.8832,-87.6232
1673114400,121,41.8832,-87.6232
1673118000,121,41.8832,-87.6232
1673121600,121,41.8832,-87.6232
1673125200,121,41.8832,-87.6232
1673128800,121,41.8832,-87.6232
1673132400,121,41.8832,-87.6232
1673136000,121,41.8832,-87.6232
1673139600,121,41.8832,-87.6232
1673143200,121,41.8832,-87.6232
1673146800,121,41.8832,-87.6232
1673150400,121,41.8832,-87.6232
1673154000,121,41.8832,-87.6232
1673157600,121,41.8832,-87.6232
1673161200,121,41.8832,-87.6232
1673164800,121,41.8832,-87.6232
1673168400,121,41.8832,-87.6232
1673172000,121,41.8832,-87.6232
1673175600,121,41.8832,-87.6232
1673179200,121,41.8832,-87.6232
1673182800,121,41.8832,-87.6232
1673186400,121,41.8832,-87.6232
1673190000,121,41.8832,-87.6232
1673193600,121,41.8832,-87.6232
1673197200,121,41.8832,-87.6232
1673200800,121,41.8832,-87.6232
1673204400,121,41.8832,-87.6232
1673208000,121,41.8832,-87.6232
1673211600,121,41.8832,-87.6232
1673215200,121,41.8832,-87.6232
1673218800,121,41.8832,-87.6232
1673222400,121,41.8832,-87.6232
1673226000,121,41.8832,-87.6232
1673229600,121,41.8832,-87.6232
1673233200,121,41.8832,-87.6232
1673236800,121,41.8832,-87.6232
1673240400,121,41.8832,-87.6232
1673244000,121,41.8832,-87.6232
1673247600,121,41.8832,-87.6232
1673251200,121,41.8832,-87.6232
1673254800,121,41.8832,-87.6232
1673258400,121,41.8832,-87.6232
1673262000,121,41.8832,-87.6232
1673265600,121,41.8832,-87.6232
1673269200,121,41.8832,-87.6232
1673272800,121,41.8832,-87.6232
1673276400,121,41.8832,-87.6232
1673280000,121,41.8832,-87.6232
1673283600,121,41.8832,-87.6232
1673287200,121,41.8832,-87.6232
1673290800,121,41.8832,-87.6232
1673294400,121,41.8832,-87.6232
1673298000,121,41.8832,-87.6232
1673301600,121,41.8832,-87.6232
1673305200,121,41.8832,-87.6232
1673308800,121,41.8832,-87.6232
1673312400,121,41.8832,-87.6232
1673316000,121,41.8832,-87.6232
1673319600,121,41.8832,-87.6232
1673323200,121,41.8832,-87.6232
1673326800,121,41.8832,-87.6232
1673330400,121,41.8832,-87.6232
1673334000,121,41.8832,-87.6232
1673337600,121,41.8832,-87.6232
1673341200,121,41.8832,-87.6232
1673344800,121,41.8832,-87.6232
1673348400,121,41.8832,-87.6232
1673352000,121,41.8832,-87.6232
1673355600,121,41.8832,-87.6232
1673359200,121,41.8832,-87.6232
1673362800,121,41.8832,-87.6232
1673366400,121,41.8832,-87.6232
1673370000,121,41.8832,-87.6232
1673373600,121,41.8832,-87.6232
1673377200,121,41.8832,-87.6232
1673380800,121,41.8832,-87.6232
1673384400,121,41.8832,-87.6232
1673388000,121,41.8832,-87.6232
1673391600,121,41.8832,-87.6232
1673395200,121,41.8832,-87.6232
1673398800,121,41.8832,-87.6232
1673402400,121,41.8832,-87.6232
1673406000,121,41.8832,-87.6232
1673409600,121,41.8832,-87.6232
1673413200,121,41.8832,-87.6232
1673416800,121,41.8832,-87.6232
1673420400,121,41.8832,-87.6232
1673424000,121,41.8832,-87.6232
1673427600,121,41.8832,-87.6232
1673431200,121,41.8832,-87.6232
1673434800,121,41.8832,-87.6232
1673438400,121,41.8832,-87.6232
1673442000,121,41.8832,-87.6232
1673445600,121,41.8832,-87.6232
1673449200,121,41.8832,-87.6232
1673452800,121,41.8832,-87.6232
1673456400,121,41.8832,-87.6232
1673460000,121,41.8832,-87.6232
1673463600,121,41.8832,-87.6232
1673467200,121,41.8832,-87.6232
1673470800,121,41.8832,-87.6232
1673474400,121,41.8832,-87.6232
1673478000,121,41.8832,-87.6232
1673481600,121,41.8832,-87.6232
1673485200,121,41.8832,-87.6232
1673488800,121,41.8832,-87.6232
1673492400,121,41.8832,-87.6232
1673496000,121,41.8832,-87.6232
1673499600,121,41.8832,-87.6232
1673503200,121,41.8832,-87.6232
1673506800,121,41.8832,-87.6232
1673510400,121,41.8832,-87.6232
1673514000,121,41.8832,-87.6232
1673517600,121,41.8832,-87.6232
1673521200,121,41.8832,-87.6232
1673524800,121,41.8832,-87.6232
1673528400,121,41.8832,-87.6232
1673532000,121,41.8832,-87.6232
1673535600,121,41.8832,-87.6232
1673539200,121,41.8832,-87.6232
1673542800,121,41.8832,-87.6232
1673546400,121,41.8832,-87.6232
1673550000,121,41.8832,-87.6232
1673553600,121,41.8832,-87.6232
1673557200,121,41.8832,-87.6232
1673560800,121,41.8832,-87.6232
1673564400,121,41.8832,-87.6232
1673568000,121,41.8832,-87.6232
1673571600,121,41.8832,-87.6232
1673575200,121,41.8832,-87.6232
1673578800,121,41.8832,-87.6232
1673582400,121,41.8832,-87.6232
1673586000,121,41.8832,-87.6232
1673589600,121,41.8832,-87.6232
1673593200,121,41.8832,-87.6232
1673596800,121,41.8832,-87.6232
1673600400,121,41.8832,-87.6232
1673604000,121,41.8832,-87.6232
1673607600,121,41.8832,-87.6232
1673611200,121,41.8832,-87.6232
1673614800,121,41.8832,-87.6232
1673618400,121,41.8832,-87.6232
1673622000,121,41.8832,-87.6232
1673625600,121,41.8832,-87.6232
1673629200,121,41.8832,-87.6232
1673632800,121,41.8832,-87.6232
1673636400,121,41.8832,-87.6232
1673640000,121,41.8832,-87.6232
1673643600,121,41.8832,-87.6232
1673647200,121,41.8832,-87.6232
1673650800,121,41.8832,-87.6232
1673654400,121,41.8832,-87.6232
1673658000,121,41.8832,-87.6232
1673661600,121,41.8832,-87.6232
1673665200,121,41.8832,-87.6232
1673668800,121,41.8832,-87.6232
1673672400,121,41.8832,-87.6232
1673676000,121,41.8832,-87.6232
1673679600,121,41.8832,-87.6232
1673683200,121,41.8832,-87.6232
1673686800,121,41.8832,-87.6232
1673690400,121,41.8832,-87.6232
1673694000,121,41.8832,-87.6232
1673697600,121,41.8832,-87.6232
1673701200,121,41.8832,-87.6232
1673704800,121,41.8832,-87.6232
1673708400,121,41.8832,-87.6232
1673712000,121,41.8832,-87.6232
1673715600,121,41.8832,-87.6232
1673719200,121,41.8832,-87.6232
1673722800,121,41.8832,-87.6232
1673726400,121,41.8832,-87.6232
1673730000,121,41.8832,-87.6232
1673733600,121,41.8832,-87.6232
1673737200,121,41.8832,-87.6232
1673740800,121,41.8832,-87.6232
1673744400,121,41.8832,-87.6232
1673748000,121,41.8832,-87.6232
1673751600,121,41.8832,-87.6232
1673755200,121,41.8832,-87.6232
1673758800,121,41.8832,-87.6232
1673762400,121,41.8832,-87.6232
1673766000,121,41.8832,-87.6232
1673769600,121,41.8832,-87.6232
1673773200,121,41.8832,-87.6232
1673776800,121,41.8832,-87.6232
1673780400,121,41.8832,-87.6232
1673784000,121,41.8832,-87.6232
1673787600,121,41.8832,-87.6232
1673791200,121,41.8832,-87.6232
1673794800,121,41.8832,-87.6232
1673798400,121,41.8832,-87.6232
1673802000,121,41.8832,-87.6232
1673805600,121,41.8832,-87.6232
1673809200,121,41.8832,-87.6232
1673812800,121,41.8832,-87.6232
1673816400,121,41.8832,-87.6232
1673820000,121,41.8832,-87.6232
1673823600,121,41.8832,-87.6232
1673827200,121,41.8832,-87.6232
1673830800,121,41.8832,-87.6232
1673834400,121,41.8832,-87.6232
1673838000,121,41.8832,-87.6232
1673841600,121,41.8832,-87.6232
1673845200,121,41.8832,-87.6232
1673848800,121,41.8832,-87.6232
1673852400,121,41.8832,-87.6232
1673856000,121,41.8832,-87.6232
1673859600,121,41.8832,-87.6232
1673863200,121,41.8832,-87.6232
1673866800,121,41.8832,-87.6232
1673870400,121,41.8832,-87.6232
1673874000,121,41.8832,-87.6232
1673877600,121,41.8832,-87.6232
1673881200,121,41.8832,-87.6232
1673884800,121,41.8832,-87.6232
1673888400,121,41.8832,-87.6232
1673892000,121,41.8832,-87.6232
1673895600,121,41.8832,-87.6232
1673899200,121,41.8832,-87.6232
1673902800,121,41.8832,-87.6232
1673906400,121,41.8832,-87.6232
1673910000,121,41.8832,-87.6232
1673913600,121,41.8832,-87.6232
1673917200,121,41.8832,-87.6232
1673920800,121,41.8832,-87.6232
1673924400,121,41.8832,-87.6232
1673928000,121,41.8832,-87.6232
1673931600,121,41.8832,-87.6232
1673935200,121,41.8832,-87.6232
1673938800,121,41.8832,-87.6232
1673942400,121,41.8832,-87.6232
1673946000,121,41.8832,-87.6232
1673949600,121,41.8832,-87.6232
1673953200,121,41.8832,-87.6232
1673956800,121,41.8832,-87.6232
1673960400,121,41.8832,-87.6232
1673964000,121,41.8832,-87.6232
1673967600,121,41.8832,-87.6232
1673971200,121,41.8832,-87.6232
1673974800,121,41.8832,-87.6232
1673978400,121,41.8832,-87.6232
1673982000,121,41.8832,-87.6232
1673985600,121,41.8832,-87.6232
1673989200,121,41.8832,-87.6232
1673992800,121,41.8832,-87.6232
1673996400,121,41.8832,-87.6232
1674000000,121,41.8832,-87.6232
1674003600,121,41.8832,-87.6232
1674007200,121,41.8832,-87.6232
1674010800,121,41.8832,-87.6232
1674014400,121,41.8832,-87.6232
1674018000,121,41.8832,-87.6232
1674021600,121,41.8832,-87.6232
1674025200,121,41.8832,-87.6232
1674028800,121,41.8832,-87.6232
1674032400,121,41.8832,-87.6232
1674036000,121,41.8832,-87.6232
1674039600,121,41.8832,-87.6232
1674043200,121,41.8832,-87.6232
1674046800,121,41.8832,-87.6232
1674050400,121,41.8832,-87.6232
1674054000,121,41.8832,-87.6232
1674057600,121,41.8832,-87.6232
1674061200,121,41.8832,-87.6232
1674064800,121,41.8832,-87.6232
1674068400,121,41.8832,-87.6232
1674072000,121,41.8832,-87.6232
1674075600,121,41.8832,-87.6232
1674079200,121,41.8832,-87.6232
1674082800,121,41.8832,-87.6232
1674086400,121,41.8832,-87.6232
1674090000,121,41.8832,-87.6232
1674093600,121,41.8832,-87.6232
1674097200,121,41.8832,-87.6232
1674100800,121,41.8832,-87.6232
1674104400,121,41.8832,-87.6232
1674108000,121,41.8832,-87.6232
1674111600,121,41.8832,-87.6232
1674115200,121,41.8832,-87.6232
1674118800,121,41.8832,-87.6232
1674122400,121,41.8832,-87.6232
1674126000,121,41.8832,-87.6232
1674129600,121,41.8832,-87.6232
1674133200,121,41.8832,-87.6232
1674136800,121,41.8832,-87.6232
1674140400,121,41.8832,-87.6232
1674144000,121,41.8832,-87.6232
1674147600,121,41.8832,-87.6232
1674151200,121,41.8832,-87.6232
1674154800,121,41.8832,-87.6232
1674158400,121,41.8832,-87.6232
1674162000,121,41.8832,-87.6232
1674165600,121,41.8832,-87.6232
1674169200,121,41.8832,-87.6232
1674172800,121,41.8832,-87.6232
1674176400,121,41.8832,-87.6232
1674180000,121,41.8832,-87.6232
1674183600,121,41.8832,-87.6232
1674187200,121,41.8832,-87.6232
1674190800,121,41.8832,-87.6232
1674194400,121,41.8832,-87.6232
1674198000,121,41.8832,-87.6232
1674201600,121,41.8832,-87.6232
1674205200,121,41.8832,-87.6232
1674208800,121,41.8832,-87.6232
1674212400,121,41.8832,-87.6232
1674216000,121,41.8832,-87.6232
1674219600,121,41.8832,-87.6232
1674223200,121,41.8832,-87.6232
1674226800,121,41.8832,-87.6232
1674230400,121,41.8832,-87.6232
1674234000,121,41.8832,-87.6232
1674237600,121,41.8832,-87.6232
1674241200,121,41.8832,-87.6232
1674244800,121,41.8832,-87.6232
1674248400,121,41.8832,-87.6232
1674252000,121,41.8832,-87.6232
1674255600,121,41.8832,-87.6232
1674259200,121,41.8832,-87.6232
1674262800,121,41.8832,-87.6232
1674266400,121,41.8832,-87.6232
1674270000,121,41.8832,-87.6232
1674273600,121,41.8832,-87.6232
1674277200,121,41.8832,-87.6232
1674280800,121,41.8832,-87.6232
1674284400,121,41.8832,-87.6232
1674288000,121,41.8832,-87.6232
1674291600,121,41.8832,-87.6232
1674295200,121,41.8832,-87.6232
1674298800,121,41.8832,-87.6232
1674302400,121,41.8832,-87.6232
1674306000,121,41.8832,-87.6232
1674309600,121,41.8832,-87.6232
1674313200,121,41.8832,-87.6232
1674316800,121,41.8832,-87.6232
1674320400,121,41.8832,-87.6232
1674324000,121,41.8832,-87.6232
1674327600,121,41.8832,-87.6232
1674331200,121,41.8832,-87.6232
1674334800,121,41.8832,-87.6232
1674338400,121,41.8832,-87.6232
1674342000,121,41.8832,-87.6232
1674345600,121,41.8832,-87.6232
1674349200,121,41.8832,-87.6232
1674352800,121,41.8832,-87.6232
1674356400,121,41.8832,-87.6232
1674360000,121,41.8832,-87.6232
1674363600,121,41.8832,-87.6232
1674367200,121,41.8832,-87.6232
1674370800,121,41.8832,-87.6232
1674374400,121,41.8832,-87.6232
1674378000,121,41.8832,-87.6232
1674381600,121,41.8832,-87.6232
1674385200,121,41.8832,-87.6232
1674388800,121,41.8832,-87.6232
1674392400,121,41.8832,-87.6232
1674396000,121,41.8832,-87.6232
1674399600,121,41.8832,-87.6232
1674403200,121,41.8832,-87.6232
1674406800,121,41.8832,-87.6232
1674410400,121,41.8832,-87.6232
1674414000,121,41.8832,-87.6232
1674417600,121,41.8832,-87.6232
1674421200,121,41.8832,-87.6232
1674424800,121,41.8832,-87.6232
1674428400,121,41.8832,-87.6232
1674432000,121,41.8832,-87.6232
1674435600,121,41.8832,-87.6232
1674439200,121,41.8832,-87.6232
1674442800,121,41.8832,-87.6232
1674446400,121,41.8832,-87.6232
1674450000,121,41.8832,-87.6232
1674453600,121,41.8832,-87.6232
1674457200,121,41.8832,-87.6232
1674460800,121,41.8832,-87.6232
1674464400,121,41.8832,-87.6232
1674468000,121,41.8832,-87.6232
1674471600,121,41.8832,-87.6232
1674475200,121,41.8832,-87.6232
1674478800,121,41.8832,-87.6232
1674482400,121,41.8832,-87.6232
1674486000,121,41.8832,-87.6232
1674489600,121,41.8832,-87.6232
1674493200,121,41.8832,-87.6232
1674496800,121,41.8832,-87.6232
1674500400,121,41.8832,-87.6232
1674504000,121,41.8832,-87.6232
1674507600,121,41.8832,-87.6232
1674511200,121,41.8832,-87.6232
1674514800,121,41.8832,-87.6232
1674518400,121,41.8832,-87.6232
1674522000,121,41.8832,-87.6232
1674525600,121,41.8832,-87.6232
1674529200,121,41.8832,-87.6232
1674532800,121,41.8832,-87.6232
1674536400,121,41.8832,-87.6232
1674540000,121,41.8832,-87.6232
1674543600,121,41.8832,-87.6232
1674547200,121,41.8832,-87.6232
1674550800,121,41.8832,-87.6232
1674554400,121,41.8832,-87.6232
1674558000,121,41.8832,-87.6232
1674561600,121,41.8832,-87.6232
1674565200,121,41.8832,-87.6232
1674568800,121,41.8832,-87.6232
1674572400,121,41.8832,-87.6232
1674576000,121,41.8832,-87.6232
1674579600,121,41.8832,-87.6232
1674583200,121,41.8832,-87.6232
1674586800,121,41.8832,-87.6232
1674590400,121,41.8832,-87.6232
1674594000,121,41.8832,-87.6232
1674597600,121,41.8832,-87.6232
1674601200,121,41.8832,-87.6232
1674604800,121,41.8832,-87.6232
1674608400,121,41.8832,-87.6232
1674612000,121,41.8832,-87.6232
1674615600,121,41.8832,-87.6232
1674619200,121,41.8832,-87.6232
1674622800,121,41.8832,-87.6232
1674626400,121,41.8832,-87.6232
1674630000,121,41.8832,-87.6232
1674633600,121,41.8832,-87.6232
1674637200,121,41.8832,-87.6232
1674640800,121,41.8832,-87.6232
1674644400,121,41.8832,-87.6232
1674648000,121,41.8832,-87.6232
1674651600,121,41.8832,-87.6232
1674655200,121,41.8832,-87.6232
1674658800,121,41.8832,-87.6232
1674662400,121,41.8832,-87.6232
1674666000,121,41.8832,-87.6232
1674669600,121,41.8832,-87.6232
1674673200,121,41.8832,-87.6232
1674676800,121,41.8832,-87.6232
1674680400,121,41.8832,-87.6232
1674684000,121,41.8832,-87.6232
1674687600,121,41.8832,-87.6232
1674691200,121,41.8832,-87.6232
1674694800,121,41.8832,-87.6232
1674698400,121,41.8832,-87.6232
1674702000,121,41.8832,-87.6232
1674705600,121,41.8832,-87.6232
1674709200,121,41.8832,-87.6232
1674712800,121,41.8832,-87.6232
1674716400,121,41.8832,-87.6232
1674720000,121,41.8832,-87.6232
1674723600,121,41.8832,-87.6232
1674727200,121,41.8832,-87.6232
1674730800,121,41.8832,-87.6232
1674734400,121,41.8832,-87.6232
1674738000,121,41.8832,-87.6232
1674741600,121,41.8832,-87.6232
1674745200,121,41.8832,-87.6232
1674748800,121,41.8832,-87.6232
1674752400,121,41.8832,-87.6232
1674756000,121,41.8832,-87.6232
1674759600,121,41.8832,-87.6232
1674763200,121,41.8832,-87.6232
1674766800,121,41.8832,-87.6232
1674770400,121,41.8832,-87.6232
1674774000,121,41.8832,-87.6232
1674777600,121,41.8832,-87.6232
1674781200,121,41.8832,-87.6232
1674784800,121,41.8832,-87.6232
1674788400,121,41.8832,-87.6232
1674792000,121,41.8832,-87.6232
1674795600,121,41.8832,-87.6232
1674799200,121,41.8832,-87.6232
1674802800,121,41.8832,-87.6232
1674806400,121,41.8832,-87.6232
1674810000,121,41.8832,-87.6232
1674813600,121,41.8832,-87.6232
1674817200,121,41.8832,-87.6232
1674820800,121,41.8832,-87.6232
1674824400,121,41.8832,-87.6232
1674828000,121,41.8832,-87.6232
1674831600,121,41.8832,-87.6232
1674835200,121,41.8832,-87.6232
1674838800,121,41.8832,-87.6232
1674842400,121,41.8832,-87.6232
1674846000,121,41.8832,-87.6232
1674849600,121,41.8832,-87.6232
1674853200,121,41.8832,-87.6232
1674856800,121,41.8832,-87.6232
1674860400,121,41.8832,-87.6232
1674864000,121,41.8832,-87.6232
1674867600,121,41.8832,-87.6232
1674871200,121,41.8832,-87.6232
1674874800,121,41.8832,-87.6232
1674878400,121,41.8832,-87.6232
1674882000,121,41.8832,-87.6232
1674885600,121,41.8832,-87.6232
1674889200,121,41.8832,-87.6232
1674892800,121,41.8832,-87.6232
1674896400,121,41.8832,-87.6232
1674900000,121,41.8832,-87.6232
1674903600,121,41.8832,-87.6232
1674907200,121,41.8832,-87.6232
1674910800,121,41.8832,-87.6232
1674914400,121,41.8832,-87.6232
1674918000,121,41.8832,-87.6232
1674921600,121,41.8832,-87.6232
1674925200,121,41.8832,-87.6232
1674928800,121,41.8832,-87.6232
1674932400,121,41.8832,-87.6232
1674936000,121,41.8832,-87.6232
1674939600,121,41.8832,-87.6232
1674943200,121,41.8832,-87.6232
1674946800,121,41.8832,-87.6232
1674950400,121,41.8832,-87.6232
1674954000,121,41.8832,-87.6232
1674957600,121,41.8832,-87.6232
1674961200,121,41.8832,-87.6232
1674964800,121,41.8832,-87.6232
1674968400,121,41.8832,-87.6232
1674972000,121,41.8832,-87.6232
1674975600,121,41.8832,-87.6232
1674979200,121,41.8832,-87.6232
1674982800,121,41.8832,-87.6232
1674986400,121,41.8832,-87.6232
1674990000,121,41.8832,-87.6232
1674993600,121,41.8832,-87.6232
1674997200,121,41.8832,-87.6232
1675000800,121,41.8832,-87.6232
1675004400,121,41.8832,-87.6232
1675008000,121,41.8832,-87.6232
1675011600,121,41.8832,-87.6232
1675015200,121,41.8832,-87.6232
1675018800,121,41.8832,-87.6232
1675022400,121,41.8832,-87.6232
1675026000,121,41.8832,-87.6232
1675029600,121,41.8832,-87.6232
1675033200,121,41.8832,-87.6232
1675036800,121,41.8832,-87.6232
1675040400,121,41.8832,-87.6232
1675044000,121,41.8832,-87.6232
1675047600,121,41.8832,-87.6232
1675051200,121,41.8832,-87.6232
1675054800,121,41.8832,-87.6232
1675058400,121,41.8832,-87.6232
1675062000,121,41.8832,-87.6232
1675065600,121,41.8832,-87.6232
1675069200,121,41.8832,-87.6232
1675072800,121,41.8832,-87.6232
1675076400,121,41.8832,-87.6232
1675080000,121,41.8832,-87.6232
1675083600,121,41.8832,-87.6232
1675087200,121,41.8832,-87.6232
1675090800,121,41.8832,-87.6232
1675094400,121,41.8832,-87.6232
1675098000,121,41.8832,-87.6232
1675101600,121,41.8832,-87.6232
1675105200,121,41.8832,-87.6232
1675108800,121,41.8832,-87.6232
1675112400,121,41.8832,-87.6232
1675116000,121,41.8832,-87.6232
1675119600,121,41.8832,-87.6232
1675123200,121,41.8832,-87.6232
1675126800,121,41.8832,-87.6232
1675130400,121,41.8832,-87.6232
1675134000,121,41.8832,-87.6232
1675137600,121,41.8832,-87.6232
1675141200,121,41.8832,-87.6232
1675144800,121,41.8832,-87.6232
1675148400,121,41.8832,-87.6232
1675152000,121,41.8832,-87.6232
1675155600,121,41.8832,-87.6232
1675159200,121,41.8832,-87.6232
1675162800,121,41.8832,-87.6232
1675166400,121,41.8832,-87.6232
1675170000,121,41.8832,-87.6232
1675173600,121,41.8832,-87.6232
1675177200,121,41.8832,-87.6232
1675180800,121,41.8832,-87.6232
1675184400,121,41.8832,-87.6232
1675188000,121,41.8832,-87.6232
1675191600,121,41.8832,-87.6232
1675195200,121,41.8832,-87.6232
1675198800,121,41.8832,-87.6232
1675202400,121,41.8832,-87.6232
1675206000,121,41.8832,-87.6232
1675209600,121,41.8832,-87.6232
1675213200,121,41.8832,-87.6232
1675216800,121,41.8832,-87.6232
1675220400,121,41.8832,-87.6232
1675224000,121,41.8832,-87.6232
1675227600,121,41.8832,-87.6232
1675231200,121,41.8832,-87.6232
1675234800,121,41.8832,-87.6232
1675238400,121,41.8832,-87.6232
1675242000,121,41.8832,-87.6232
1675245600,121,41.8832,-87.6232
1675249200,121,41.8832,-87.6232
1675252800,121,41.8832,-87.6232
1675256400,121,41.8832,-87.6232
1675260000,121,41.8832,-87.6232
1675263600,121,41.8832,-87.6232
1675267200,121,41.8832,-87.6232
1675270800,121,41.8832,-87.6232
1675274400,121,41.8832,-87.6232
1675278000,121,41.8832,-87.6232
1675281600,121,41.8832,-87.6232
1675285200,121,41.8832,-87.6232
1675288800,121,41.8832,-87.6232
1675292400,121,41.8832,-87.6232
1675296000,121,41.8832,-87.6232
1675299600,121,41.8832,-87.6232
1675303200,121,41.8832,-87.6232
1675306800,121,41.8832,-87.6232
1675310400,121,41.8832,-87.6232
1675314000,121,41.8832,-87.6232
1675317600,121,41.8832,-87.6232
1675321200,121,41.8832,-87.6232
1675324800,121,41.8832,-87.6232
1675328400,121,41.8832,-87.6232
1675332000,121,41.8832,-87.6232
1675335600,121,41.8832,-87.6232
1675339200,121,41.8832,-87.6232
1675342800,121,41.8832,-87.6232
