aqi_hat,lon,lat
,-87.61689912899469,41.64499740527691
,-87.6105974278195,41.646486311701096
,-87.6004347004249,41.64665488365257
,-87.5845338009631,41.646822029671505
,-87.57314600795357,41.646612832356176
,-87.56065278312333,41.64661515998865
,-87.54818335082845,41.6465998568328
,-87.5357234611257,41.646615757689375
,-87.52703870203578,41.646505136647676
,-87.615007728573,41.65235809359153
,-87.60443376734062,41.65226007520762
,-87.59187753578966,41.65259232405983
,-87.57947367172248,41.652388620437215
,-87.56699356394192,41.652450860661
,-87.55451341732,41.65251174594121
,-87.54203323271145,41.652571276266
,-87.53011957860318,41.65263334038017
,-87.64454102028364,41.660413955801324
,-87.63576574772826,41.66102247693273
,-87.62285544926672,41.66236229552913
,-87.61075034331243,41.66033311835715
,-87.59826877162824,41.66039876446186
,-87.58578715894654,41.66046305527031
,-87.57330550612242,41.66052599077001
,-87.56082381401102,41.66058757094869
,-87.54834208346745,41.66064779579432
,-87.53586031534685,41.66070666529522
,-87.52702020539598,41.6607841524045
,-87.65458247445478,41.671525164336686
,-87.64006660219056,41.66900038636409
,-87.62955157921031,41.668338094148766
,-87.61706850526775,41.66840579232929
,-87.60458538902509,41.66847213484932
,-87.59210223133779,41.668537121695884
,-87.57961903306135,41.66860075285634
,-87.56713579505126,41.66866302831831
,-87.55465251816307,41.66872394806967
,-87.54216920325229,41.66878351209849
,-87.53013641594642,41.66884373158615
,-87.70918328879186,41.680609461903785
,-87.68322509557782,41.67882949614648
,-87.67316739065319,41.67884274055265
29.409011704581125,-87.65954955341182,41.67688832680931
,-87.64835744738,41.67633995009038
,-87.63587287252287,41.676409701472636
,-87.62338825406187,41.6764780968306
32.76118476050241,-87.6109035928528,41.67654513615095
,-87.59841888975154,41.676610819420645
,-87.58593414561399,41.676675146626856
,-87.57344936129604,41.676738117757075
33.79149945576986,-87.56096453765365,41.676799732799026
,-87.54847967554271,41.67685999174073
,-87.53599477581916,41.676918894570406
,-87.52698571579084,41.67699721052865
,-87.73780451373246,41.68565955030642
,-87.72966788848987,41.68601112607204
,-87.71695667648471,41.686026301047704
,-87.7060101652164,41.68523424720624
,-87.69118740211488,41.6864781565235
,-87.67958049483117,41.684270157806964
,-87.66716794769715,41.68433868361577
,-87.6546818732717,41.6844104893251
,-87.64219575393739,41.6844809386469
,-87.62970959055039,41.684550031567454
,-87.61722338396702,41.68461776807328
,-87.6047371350435,41.6846841481512
,-87.5922508446361,41.684749171788255
,-87.57976451360113,41.684812838971816
,-87.56727814279495,41.68487514968943
,-87.55479173307384,41.684936103928976
,-87.54230528529418,41.6849957016786
,-87.53016134186467,41.685055231355946
,-87.73518945135758,41.68921261920149
,-87.7220777349454,41.69056516808814
,-87.71095808325262,41.692182499643266
,-87.69924149212736,41.69205323097926
,-87.68577005739571,41.69230862361008
,-87.67349550738865,41.69240815332003
,-87.66100788852847,41.69248065773108
,-87.64852022430986,41.69255180537772
,-87.63603251558945,41.692621596246106
,-87.62354476322383,41.69269003032266
,-87.61105696806972,41.692757107594026
,-87.59856913098375,41.69282282804712
,-87.58608125282264,41.69288719166918
,-87.5735933344431,41.69295019844761
,-87.56110537670187,41.693011848370176
,-87.54861738045571,41.693072141424835
,-87.53612934656134,41.69313107759986
,-87.52696162815245,41.69319464438985
,-87.71622483102468,41.70027808246058
,-87.70480284425811,41.70032677315336
,-87.69208687469714,41.70095686288153
,-87.67982465770825,41.700477251516084
,-87.66733549400674,41.70055045501422
,-87.65484628449678,41.700622301371105
,-87.64235703003544,41.70069279057271
,-87.62986773147973,41.70076192260535
,-87.61737838968672,41.70082969745548
,-87.60488900551347,41.700896115109934
,-87.5923995798171,41.70096117555577
,-87.57991011345469,41.70102487878029
,-87.56742060728337,41.701087224771086
,-87.5549310621603,41.701148213515985
,-87.54244147894266,41.70120784500311
,-87.53021182262361,41.70126624364477
,-87.52458120849644,41.701293005269044
,-87.71940968567019,41.70839787680422
,-87.71309959912205,41.707608583999175
,-87.69818037690737,41.705505777705085
,-87.68592220824628,41.70854166304956
,-87.67366469056324,41.70861988088033
,-87.66117393535492,41.70869242633295
,-87.64868313474521,41.70876361425329
,-87.63619228959156,41.70883344462744
,-87.62370140075137,41.70890191744179
,-87.61121046908217,41.70896903268302
,-87.5987194954414,41.70903479033802
,-87.5862284806866,41.709099190393985
,-87.57373742567528,41.70916223283835
,-87.56124633126498,41.70922391765883
,-87.54875519831327,41.7092842448434
,-87.53626402767773,41.70934321438029
,-87.52739845306135,41.70840730080165
,-87.7171396568358,41.712525414147116
,-87.68993425698675,41.71281950800274
,-87.67845217074317,41.71651039907208
,-87.66750317774157,41.71676217996906
,-87.65501083057607,41.716834066993705
,-87.64251843841659,41.71690459609495
,-87.630026002121,41.716973767259056
,-87.61753352254713,41.71704158047258
33.224335636411396,-87.6050410005529,41.71710803572225
,-87.5925484369962,41.71717313299514
,-87.58005583273494,41.71723687227853
,-87.56756318862708,41.71729925356
33.53460166567848,-87.55507050553058,41.71736027682739
,-87.54257778430339,41.71741994206881
,-87.53103984422924,41.717778991475676
,-87.5245968514987,41.717581767529644
,-87.68116309265298,41.724857886160066
,-87.67383401251428,41.72483156198506
,-87.66134011838558,41.7249041484997
,-87.64884617881248,41.724975376713715
,-87.63635219465323,41.72504524661325
,-87.62385816676606,41.725113758184676
,-87.6113640960093,41.725180911414625
,-87.5988699832412,41.725246706290015
,-87.58637582932012,41.72531114279799
,-87.57388163510439,41.72537422092601
,-87.56138740145234,41.72543594066175
,-87.54889312922238,41.72549630199318
,-87.53639881927286,41.725555304908546
,-87.52708186424863,41.72562316379994
,-87.73944486318038,41.73571437424482
,-87.73024584670065,41.7358868693689
,-87.71774630293255,41.7360539934643
,-87.7052451765571,41.73621074853382
,-87.69275690667071,41.73636244865908
,-87.67880804476404,41.733122369947125
,-87.66767099903183,41.7329738584769
,-87.6551755116373,41.73304578618947
,-87.64267997920615,41.73311635521019
,-87.63018440259705,41.733185565525275
,-87.6176887826687,41.733253417121226
,-87.60519312027976,41.73331990998481
,-87.59269741628896,41.73338504410303
,-87.58020167155505,41.73344881946322
,-87.56770588693676,41.733511236052934
,-87.55521006329289,41.73357229385998
,-87.5427142014822,41.73363199287246
,-87.53179160877613,41.73320962964288
,-87.7359520675069,41.74066993823793
,-87.72399114381295,41.74073909583726
,-87.7114942987293,41.740817159567065
,-87.69899740472214,41.74089386428586
,-87.68650046265044,41.74096920997867
,-87.6740034733732,41.74104319663082
,-87.66150643774948,41.741115824227855
,-87.64900935663825,41.74118709275562
,-87.63651223089859,41.741257002200186
,-87.62401506138961,41.741325552547956
